Sales,Quantity,Discount,Profit,Profit Margin (%),Ship_Duration,Region,Segment,Category,Sub_Category,Ship_Mode,Month,Weekday,Log_Sales,High_Discount,Month_Num,Weekday_Num,SubCat_ProfRate,Profitable
41.9,2,0.0,11.732,27.999999999999996,4,Central,Consumer,Technology,Phones,Standard Class,June,Monday,3.758871825933971,0,6,1,0.8521008403361344,1
28.91,7,0.0,13.2986,46.0,4,Central,Consumer,Office Supplies,Labels,Standard Class,June,Monday,3.398192872641857,0,6,1,1.0,1
32.4,5,0.0,15.552,48.0,5,Central,Consumer,Office Supplies,Paper,Standard Class,April,Saturday,3.5085558999826545,0,4,6,1.0,1
23.64,3,0.2,5.319,22.5,5,Central,Consumer,Office Supplies,Art,Standard Class,November,Saturday,3.204371138665319,0,11,6,1.0,1
84.78,2,0.2,-16.9568,-20.000943618778013,5,Central,Consumer,Office Supplies,Storage,Standard Class,November,Saturday,4.451785879088734,0,11,6,0.7795698924731183,0
64.96,5,0.6,-84.448,-130.0,5,Central,Consumer,Furniture,Furnishings,Standard Class,November,Saturday,4.189048497691398,1,11,6,0.8065522620904836,0
32.06,10,0.8,-51.296,-160.0,5,Central,Consumer,Office Supplies,Binders,Standard Class,November,Saturday,3.498324092392878,1,11,6,0.6011730205278593,0
177.65,2,0.2,-28.8678,-16.249817056009004,5,Central,Consumer,Office Supplies,Storage,Standard Class,November,Saturday,5.185428584469419,0,11,6,0.7795698924731183,0
287.91,3,0.4,33.5895,11.666666666666666,5,Central,Consumer,Technology,Machines,Standard Class,November,Saturday,5.666115220926443,1,11,6,0.5975609756097561,1
22.37,2,0.2,1.6776,7.499329459097003,3,Central,Corporate,Office Supplies,Supplies,First Class,May,Monday,3.1514531485507664,0,5,1,0.816793893129771,1
32.37,7,0.2,11.7334,36.24776027185666,3,Central,Corporate,Office Supplies,Paper,First Class,May,Monday,3.5076572927632825,0,5,1,1.0,1
207.98,2,0.2,36.3972,17.500336570824118,3,Central,Corporate,Technology,Accessories,First Class,May,Monday,5.342238553605965,0,5,1,0.872,1
36.4,5,0.0,17.472,48.00000000000001,2,South,Home Office,Office Supplies,Envelopes,First Class,October,Monday,3.6216707044204863,0,10,1,1.0,1
22.96,2,0.0,4.3624,19.0,2,South,Home Office,Technology,Accessories,First Class,October,Monday,3.1763857732472487,0,10,1,0.872,1
315.2,4,0.0,6.304,2.0,2,South,Home Office,Office Supplies,Storage,First Class,October,Monday,5.756374924775372,0,10,1,0.7795698924731183,1
15.18,3,0.0,7.1346,47.0,2,South,Home Office,Office Supplies,Binders,First Class,October,Monday,2.7837759116303458,0,10,1,0.6011730205278593,1
623.96,5,0.2,38.9975,6.25,3,West,Corporate,Technology,Phones,Second Class,February,Sunday,6.437687647688314,0,2,7,0.8521008403361344,1
22.05,7,0.0,10.584,48.0,6,West,Home Office,Office Supplies,Labels,Standard Class,June,Monday,3.1376657694426577,0,6,1,1.0,1
99.9,5,0.0,46.953,47.0,6,West,Home Office,Office Supplies,Paper,Standard Class,June,Monday,4.6141299273595635,0,6,1,1.0,1
78.76,9,0.7,-57.7566,-73.33240223463686,2,East,Consumer,Office Supplies,Binders,Second Class,November,Saturday,4.379022125653583,1,11,6,0.6011730205278593,0
9.55,3,0.6,-3.8208,-40.008376963350784,2,Central,Home Office,Furniture,Furnishings,Second Class,August,Thursday,2.3561258599220753,1,8,4,0.8065522620904836,0
5.34,4,0.6,-2.1376,-40.02996254681648,2,Central,Home Office,Furniture,Furnishings,Second Class,August,Thursday,1.8468787684491346,1,8,4,0.8065522620904836,0
8.28,2,0.0,3.4776,42.0,5,West,Home Office,Office Supplies,Art,Standard Class,November,Saturday,2.2278615467981093,0,11,6,1.0,1
301.47,3,0.5,-241.176,-80.0,2,East,Consumer,Furniture,Bookcases,Second Class,March,Thursday,5.711982098999155,1,3,4,0.5263157894736842,0
18.66,2,0.2,1.6324,8.7481243301179,2,East,Consumer,Office Supplies,Art,Second Class,March,Thursday,2.9785861147190205,0,3,4,1.0,1
555.96,5,0.2,41.697,7.5,4,West,Home Office,Technology,Phones,Standard Class,August,Monday,6.322493424063129,0,8,1,0.8521008403361344,1
129.55,3,0.2,-22.6716,-17.50027016595909,5,South,Corporate,Office Supplies,Storage,Standard Class,April,Tuesday,4.871756295145138,0,4,2,0.7795698924731183,0
51.98,1,0.2,-5.1984,-10.000769526741056,5,South,Corporate,Office Supplies,Storage,Standard Class,April,Tuesday,3.9699144838439238,0,4,2,0.7795698924731183,0
10.27,3,0.2,3.4668,33.75657254138267,5,South,Corporate,Office Supplies,Paper,Standard Class,April,Tuesday,2.422144328051685,0,4,2,1.0,1
18.34,2,0.7,-12.224,-66.65212649945474,7,South,Consumer,Office Supplies,Binders,Standard Class,February,Sunday,2.9621754900251482,1,2,7,0.6011730205278593,0
180.96,5,0.2,13.572,7.5,7,South,Consumer,Technology,Phones,Standard Class,February,Sunday,5.203786882701803,0,2,7,0.8521008403361344,1
475.94,7,0.2,95.1888,20.000168088414505,6,Central,Consumer,Technology,Accessories,Standard Class,September,Tuesday,6.167390696813076,0,9,2,0.872,1
43.6,4,0.0,12.208,27.999999999999996,2,East,Corporate,Technology,Phones,First Class,September,Monday,3.7977338590260183,0,9,1,0.8521008403361344,1
2.81,3,0.8,-4.4928,-159.8861209964413,4,Central,Consumer,Office Supplies,Binders,Standard Class,September,Sunday,1.3376291891386096,1,9,7,0.6011730205278593,0
99.98,2,0.0,42.9914,43.0,4,East,Corporate,Technology,Accessories,Standard Class,January,Saturday,4.6149224774307696,0,1,6,0.872,1
8.04,6,0.0,2.7336,34.0,4,East,Corporate,Office Supplies,Art,Standard Class,January,Saturday,2.201659174404085,0,1,6,1.0,1
1564.29,13,0.0,406.7154,26.0,4,East,Corporate,Office Supplies,Storage,Standard Class,January,Saturday,7.355826389322055,0,1,6,0.7795698924731183,1
138.56,4,0.0,66.5088,47.99999999999999,5,Central,Corporate,Office Supplies,Binders,Standard Class,June,Sunday,4.9384946163185734,0,6,7,0.6011730205278593,1
65.52,5,0.1,12.376,18.88888888888889,5,Central,Corporate,Office Supplies,Appliances,Standard Class,June,Sunday,4.197502654324727,0,6,7,0.867109634551495,1
14.58,2,0.2,2.3686,16.245541838134432,5,West,Consumer,Office Supplies,Art,Second Class,September,Thursday,2.7459880404426023,0,9,4,1.0,1
23.2,2,0.2,1.45,6.25,5,West,Consumer,Technology,Accessories,Second Class,September,Thursday,3.186352633162641,0,9,4,0.872,1
16.46,7,0.2,1.8522,11.25273390036452,5,West,Consumer,Office Supplies,Art,Second Class,September,Thursday,2.859912550411456,0,9,4,1.0,1
19.31,2,0.2,3.1382,16.251683065769033,2,East,Consumer,Furniture,Furnishings,Second Class,August,Monday,3.011113375592293,0,8,1,0.8065522620904836,1
40.08,6,0.0,19.2384,48.0,5,West,Consumer,Office Supplies,Paper,Standard Class,January,Thursday,3.7155213850603572,0,1,4,1.0,1
101.96,2,0.0,27.5292,27.0,4,East,Corporate,Office Supplies,Appliances,Standard Class,August,Monday,4.634340563287871,0,8,1,0.867109634551495,1
259.74,13,0.0,124.6752,48.0,4,East,Corporate,Office Supplies,Paper,Standard Class,August,Monday,5.563523742234633,0,8,1,1.0,1
255.42,9,0.0,104.7222,41.0,4,East,Corporate,Technology,Accessories,Standard Class,August,Monday,5.546816725124555,0,8,1,0.872,1
4.34,3,0.7,-3.0366,-69.96774193548387,5,South,Home Office,Office Supplies,Binders,Standard Class,August,Tuesday,1.6752256529721035,1,8,2,0.6011730205278593,0
11.88,5,0.7,-7.92,-66.66666666666666,5,South,Home Office,Office Supplies,Binders,Standard Class,August,Tuesday,2.5556757206762075,1,8,2,0.6011730205278593,0
405.86,7,0.0,32.4688,8.0,4,Central,Consumer,Furniture,Bookcases,Standard Class,December,Thursday,6.008469145923806,0,12,4,0.5263157894736842,1
680.01,3,0.0,176.8026,26.0,4,Central,Consumer,Furniture,Chairs,Standard Class,December,Thursday,6.523576990329511,0,12,4,0.6042154566744731,1
2.38,3,0.2,0.7425,31.197478991596643,4,Central,Consumer,Technology,Accessories,Standard Class,June,Monday,1.2178757094949273,0,6,1,0.872,1
143.13,2,0.8,-393.602,-274.9961573394816,4,Central,Consumer,Office Supplies,Appliances,Standard Class,June,Monday,4.970715670095012,1,6,1,0.867109634551495,0
4476.8,4,0.2,503.64,11.249999999999998,2,West,Consumer,Technology,Machines,Second Class,June,Friday,8.406887133365396,0,6,5,0.5975609756097561,1
104.85,1,0.0,50.328,48.00000000000001,2,West,Consumer,Office Supplies,Paper,Second Class,June,Friday,4.662022997580874,0,6,5,1.0,1
241.44,3,0.0,72.432,30.0,2,West,Consumer,Office Supplies,Appliances,Second Class,June,Friday,5.4907542570830845,0,6,5,0.867109634551495,1
319.76,14,0.0,147.0896,46.0,4,South,Home Office,Office Supplies,Paper,Standard Class,March,Tuesday,5.770693179938828,0,3,2,1.0,1
45.68,2,0.0,21.0128,46.0,4,South,Home Office,Office Supplies,Paper,Standard Class,March,Tuesday,3.8433158074183553,0,3,2,1.0,1
31.96,2,0.0,1.598,5.0,0,West,Home Office,Furniture,Furnishings,Same Day,December,Thursday,3.495294705041271,0,12,4,0.8065522620904836,1
47.9,1,0.0,22.992,48.00000000000001,0,West,Home Office,Office Supplies,Paper,Same Day,December,Thursday,3.8897773964808264,0,12,4,1.0,1
1112.94,3,0.0,222.588,20.0,0,West,Home Office,Office Supplies,Storage,Same Day,December,Thursday,7.015658559072636,0,12,4,0.7795698924731183,1
22.92,3,0.0,11.2308,49.0,0,West,Home Office,Office Supplies,Envelopes,Same Day,December,Thursday,3.1747149290824312,0,12,4,1.0,1
31.09,3,0.7,-20.724,-66.65808941781923,5,South,Corporate,Office Supplies,Binders,Standard Class,March,Saturday,3.4685444551217657,1,3,6,0.6011730205278593,0
13.98,2,0.0,3.9144,27.999999999999996,4,East,Consumer,Technology,Phones,Standard Class,November,Monday,2.7067159780890733,0,11,1,0.8521008403361344,1
23.65,1,0.0,6.149,26.0,4,East,Consumer,Office Supplies,Art,Standard Class,November,Monday,3.204776900488699,0,11,1,1.0,1
3.49,2,0.2,-0.6976,-19.988538681948423,4,East,Home Office,Office Supplies,Supplies,Standard Class,August,Friday,1.501852701754163,0,8,5,0.816793893129771,0
21.73,4,0.2,3.8024,17.498389323515877,4,East,Home Office,Technology,Accessories,Standard Class,August,Friday,3.123685637864452,0,8,5,0.872,1
663.07,6,0.2,-165.768,-25.00007540681979,4,East,Home Office,Office Supplies,Storage,Standard Class,August,Friday,6.498387565606706,0,8,5,0.7795698924731183,0
99.59,2,0.7,-82.99,-83.33165980520133,4,East,Home Office,Office Supplies,Binders,Standard Class,August,Friday,4.611052849146247,1,8,5,0.6011730205278593,0
49.57,2,0.2,15.49,31.248739156748034,4,East,Home Office,Office Supplies,Paper,Standard Class,August,Friday,3.9233585150918917,0,8,5,1.0,1
29.37,7,0.8,-46.9952,-160.01089547156963,5,Central,Corporate,Office Supplies,Binders,Standard Class,November,Monday,3.4134552790576573,1,11,1,0.6011730205278593,0
344.7,2,0.2,38.7792,11.250130548302874,5,Central,Corporate,Technology,Phones,Standard Class,November,Monday,5.845571346927579,0,11,1,0.8521008403361344,1
47.99,7,0.2,3.5994,7.500312565117732,6,West,Consumer,Office Supplies,Supplies,Standard Class,November,Sunday,3.8916161956504833,0,11,7,0.816793893129771,1
102.24,4,0.2,-16.614,-16.25,6,West,Consumer,Technology,Accessories,Standard Class,November,Sunday,4.637056374850413,0,11,7,0.872,0
39.96,2,0.0,19.1808,48.00000000000001,5,West,Consumer,Office Supplies,Paper,Standard Class,May,Saturday,3.7125959807312525,0,5,6,1.0,1
1432.0,5,0.2,125.3,8.75,5,West,Consumer,Technology,Phones,Standard Class,May,Saturday,7.267525427828172,0,5,6,0.8521008403361344,1
41.04,6,0.0,11.0808,27.0,5,West,Consumer,Office Supplies,Supplies,Standard Class,May,Saturday,3.7386215460087504,0,5,6,0.816793893129771,1
256.78,1,0.2,32.098,12.500194719214894,5,West,Consumer,Furniture,Chairs,Standard Class,May,Saturday,5.552106507976633,0,5,6,0.6042154566744731,1
120.98,1,0.0,12.098,10.0,3,East,Consumer,Furniture,Bookcases,First Class,October,Monday,4.8038570968683105,0,10,1,0.5263157894736842,1
315.98,1,0.0,148.5106,47.0,3,East,Consumer,Office Supplies,Binders,First Class,October,Monday,5.7588386804042795,0,10,1,0.6011730205278593,1
28.75,3,0.2,10.0632,35.002434782608695,4,East,Corporate,Office Supplies,Binders,Standard Class,October,Sunday,3.392829131991639,0,10,7,0.6011730205278593,1
114.95,5,0.0,32.186,27.999999999999996,4,East,Corporate,Office Supplies,Art,Standard Class,October,Sunday,4.753159063701541,0,10,7,1.0,1
23.04,8,0.0,6.912,30.0,4,West,Corporate,Office Supplies,Art,Standard Class,December,Thursday,3.179719109667007,0,12,4,1.0,1
15.48,3,0.0,4.4892,29.000000000000004,0,East,Consumer,Office Supplies,Art,Same Day,April,Thursday,2.8021475244813256,0,4,4,1.0,1
51.84,8,0.0,24.8832,47.99999999999999,0,East,Consumer,Office Supplies,Paper,Same Day,April,Thursday,3.9672684796541247,0,4,4,1.0,1
19.44,3,0.0,9.3312,48.00000000000001,5,West,Consumer,Office Supplies,Paper,Standard Class,March,Saturday,3.017493765335504,0,3,6,1.0,1
39.88,2,0.0,11.1664,27.999999999999996,7,West,Corporate,Furniture,Furnishings,Standard Class,December,Monday,3.7106409458954492,0,12,1,0.8065522620904836,1
79.44,3,0.0,28.5984,36.00000000000001,7,West,Corporate,Furniture,Furnishings,Standard Class,December,Monday,4.387511564904451,0,12,1,0.8065522620904836,1
32.4,5,0.0,15.552,48.0,5,West,Corporate,Office Supplies,Paper,Standard Class,November,Monday,3.5085558999826545,0,11,1,1.0,1
44.69,7,0.2,3.3516,7.49966435444171,4,East,Consumer,Office Supplies,Storage,Standard Class,August,Sunday,3.8218794555751803,0,8,7,0.7795698924731183,1
301.47,3,0.5,-204.9996,-68.0,4,East,Consumer,Furniture,Bookcases,Standard Class,August,Sunday,5.711982098999155,1,8,7,0.5263157894736842,0
6.72,4,0.0,3.36,50.0,0,West,Home Office,Office Supplies,Art,Same Day,November,Monday,2.0438143640366846,0,11,1,1.0,1
946.76,6,0.7,-694.2936,-73.33364316194178,4,West,Consumer,Office Supplies,Binders,Standard Class,December,Saturday,6.854101305646504,1,12,6,0.6011730205278593,0
94.68,9,0.0,31.2444,32.99999999999999,4,West,Consumer,Furniture,Furnishings,Standard Class,September,Friday,4.561009290202322,0,9,5,0.8065522620904836,1
23.67,3,0.0,0.9468,3.9999999999999996,4,West,Consumer,Office Supplies,Storage,Standard Class,September,Friday,3.2055879305412653,0,9,5,0.7795698924731183,1
1091.17,4,0.2,68.198,6.249988544406461,4,West,Consumer,Technology,Phones,Standard Class,September,Friday,6.99592182184402,0,9,5,0.8521008403361344,1
18.69,7,0.0,5.2332,27.999999999999996,4,West,Consumer,Office Supplies,Art,Standard Class,September,Friday,2.9801108926510342,0,9,5,1.0,1
568.73,3,0.2,28.4364,4.999982416964112,4,West,Consumer,Furniture,Tables,Standard Class,September,Friday,6.345162564394263,0,9,5,0.3627906976744186,1
7.31,1,0.2,2.5592,35.00957592339262,4,West,Consumer,Office Supplies,Binders,Standard Class,September,Friday,2.1174596088673567,0,9,5,0.6011730205278593,1
14.3,6,0.2,4.6488,32.5090909090909,5,West,Home Office,Office Supplies,Binders,Standard Class,July,Wednesday,2.72785282839839,0,7,3,0.6011730205278593,1
119.83,1,0.15,7.049,5.882500208628891,5,West,Home Office,Furniture,Bookcases,Standard Class,July,Wednesday,4.794384599039216,0,7,3,0.5263157894736842,1
5.56,2,0.0,2.224,40.00000000000001,5,West,Home Office,Office Supplies,Art,Standard Class,July,Wednesday,1.8809906029559975,0,7,3,1.0,1
32.4,5,0.0,15.552,48.0,5,West,Home Office,Office Supplies,Paper,Standard Class,July,Wednesday,3.5085558999826545,0,7,3,1.0,1
3.64,1,0.2,1.365,37.5,4,East,Consumer,Office Supplies,Binders,Standard Class,November,Thursday,1.534714366238164,0,11,4,0.6011730205278593,1
881.93,7,0.0,220.4825,25.0,4,East,Consumer,Technology,Phones,Standard Class,November,Thursday,6.783245922263327,0,11,4,0.8521008403361344,1
115.84,8,0.0,54.4448,47.0,4,Central,Corporate,Office Supplies,Binders,Standard Class,December,Friday,4.76080547751954,0,12,5,0.6011730205278593,1
60.89,1,0.0,15.2225,25.0,4,Central,Consumer,Furniture,Chairs,Second Class,February,Tuesday,4.12535861575127,0,2,2,0.6042154566744731,1
14.94,3,0.0,6.8724,46.0,4,Central,Consumer,Office Supplies,Labels,Second Class,February,Tuesday,2.768831673362069,0,2,2,1.0,1
9.64,2,0.0,4.4344,46.0,4,Central,Consumer,Office Supplies,Binders,Second Class,February,Tuesday,2.3646204839134985,0,2,2,0.6011730205278593,1
332.94,3,0.0,53.2704,16.0,4,Central,Consumer,Furniture,Furnishings,Second Class,February,Tuesday,5.810961336120811,0,2,2,0.8065522620904836,1
51.9,3,0.0,24.393,47.0,4,Central,Consumer,Office Supplies,Binders,Second Class,February,Tuesday,3.9684033388642534,0,2,2,0.6011730205278593,1
64.96,2,0.0,2.5984,4.0,4,Central,Consumer,Office Supplies,Storage,Second Class,February,Tuesday,4.189048497691398,0,2,2,0.7795698924731183,1
389.97,3,0.0,35.0973,8.999999999999998,4,Central,Consumer,Furniture,Chairs,Standard Class,October,Friday,5.9686308306990385,0,10,5,0.6042154566744731,1
269.91,5,0.1,53.982,20.0,4,Central,Consumer,Office Supplies,Appliances,Standard Class,October,Friday,5.601786662400147,0,10,5,0.867109634551495,1
14.56,2,0.0,5.5328,38.0,1,West,Home Office,Furniture,Furnishings,First Class,February,Saturday,2.7447035187502458,0,2,6,0.8065522620904836,1
102.58,1,0.1,6.8388,6.6667966465197885,0,East,Consumer,Furniture,Chairs,Same Day,September,Friday,4.640344260995746,0,9,5,0.6042154566744731,1
20.04,3,0.0,9.6192,48.0,0,East,Consumer,Office Supplies,Paper,Same Day,September,Friday,3.046425387869509,0,9,5,1.0,1
10.02,3,0.0,4.4088,44.00000000000001,5,East,Corporate,Furniture,Furnishings,Standard Class,May,Thursday,2.3997118037247684,0,5,4,0.8065522620904836,1
631.96,4,0.0,303.3408,48.0,5,East,Corporate,Technology,Phones,Standard Class,May,Thursday,6.450407228994293,0,5,4,0.8521008403361344,1
255.85,7,0.0,112.574,44.0,0,West,Corporate,Office Supplies,Art,Same Day,October,Friday,5.548492256913277,0,10,5,1.0,1
184.7,6,0.2,13.8528,7.500162425554954,3,South,Corporate,Office Supplies,Storage,Second Class,May,Thursday,5.22413246835866,0,5,4,0.7795698924731183,1
47.92,2,0.2,11.98,25.0,3,South,Corporate,Technology,Accessories,Second Class,May,Thursday,3.890186310818972,0,5,4,0.872,1
163.88,2,0.0,40.97,25.0,4,West,Home Office,Furniture,Bookcases,Standard Class,September,Tuesday,5.1052179365822035,0,9,2,0.5263157894736842,1
72.22,4,0.2,25.2784,35.001938521185274,5,South,Consumer,Office Supplies,Paper,Standard Class,December,Friday,4.29346860769209,0,12,5,1.0,1
392.94,3,0.0,43.2234,11.0,5,Central,Corporate,Furniture,Chairs,Standard Class,November,Tuesday,5.976198613437549,0,11,2,0.6042154566744731,1
18.18,1,0.2,4.7712,26.244224422442247,3,South,Consumer,Furniture,Furnishings,First Class,November,Saturday,2.953868069455292,0,11,6,0.8065522620904836,1
48.91,1,0.0,22.9877,47.0,3,West,Home Office,Office Supplies,Paper,Second Class,April,Wednesday,3.9102213834815176,0,4,3,1.0,1
9.84,3,0.0,2.8536,29.000000000000004,2,East,Consumer,Office Supplies,Art,First Class,September,Tuesday,2.3832429960115,0,9,2,1.0,1
34.5,3,0.0,15.525,45.0,2,East,Consumer,Office Supplies,Binders,First Class,September,Tuesday,3.56953269648137,0,9,2,0.6011730205278593,1
41.42,2,0.2,8.2848,20.001931434089812,4,Central,Corporate,Technology,Accessories,Second Class,April,Saturday,3.7476199491365363,0,4,6,0.872,1
244.77,4,0.2,24.4768,9.999918290640194,4,Central,Corporate,Technology,Phones,Second Class,April,Saturday,5.504396139235654,0,4,6,0.8521008403361344,1
74.35,3,0.2,6.5058,8.7502353732347,4,Central,Corporate,Office Supplies,Art,Second Class,April,Saturday,4.3221439250725044,0,4,6,1.0,1
4.31,2,0.8,-6.8992,-160.07424593967522,4,Central,Corporate,Office Supplies,Binders,Second Class,April,Saturday,1.6695918352538475,1,4,6,0.6011730205278593,0
56.69,1,0.3,-20.245,-35.711765743517375,4,Central,Corporate,Furniture,Chairs,Second Class,April,Saturday,4.055083848268798,1,4,6,0.6042154566744731,0
97.97,2,0.2,6.123,6.249872409921404,4,Central,Corporate,Technology,Phones,Second Class,April,Saturday,4.5948167739086,0,4,6,0.8521008403361344,1
7.87,3,0.2,0.8856,11.252858958068614,4,Central,Corporate,Office Supplies,Art,Second Class,April,Saturday,2.1826747963214883,0,4,6,1.0,1
15.55,3,0.2,5.4432,35.004501607717046,4,Central,Corporate,Office Supplies,Paper,Second Class,April,Saturday,2.806386101823072,0,4,6,1.0,1
1.48,1,0.8,-2.2878,-154.58108108108107,4,Central,Corporate,Office Supplies,Binders,Second Class,April,Saturday,0.9082585601768908,1,4,6,0.6011730205278593,0
8.4,5,0.0,2.184,26.0,5,West,Home Office,Office Supplies,Art,Standard Class,September,Saturday,2.2407096892759584,0,9,6,1.0,1
6.56,2,0.0,1.9024,29.000000000000004,5,West,Consumer,Office Supplies,Art,Standard Class,March,Tuesday,2.0228711901914416,0,3,2,1.0,1
14.88,2,0.0,3.72,25.0,5,West,Consumer,Office Supplies,Art,Standard Class,March,Tuesday,2.7650604558189897,0,3,2,1.0,1
45.48,4,0.0,15.918,35.0,5,West,Consumer,Technology,Accessories,Standard Class,March,Tuesday,3.8390221125436557,0,3,2,0.872,1
25.44,6,0.0,9.9216,38.99999999999999,5,West,Consumer,Office Supplies,Art,Standard Class,March,Tuesday,3.2748780149834857,0,3,2,1.0,1
146.69,8,0.2,45.84,31.249573931420006,5,East,Corporate,Office Supplies,Binders,Standard Class,August,Friday,4.9951154824382185,0,8,5,0.6011730205278593,1
418.32,7,0.0,117.1296,27.999999999999996,0,Central,Corporate,Office Supplies,Storage,Same Day,November,Wednesday,6.0386343515843715,0,11,3,0.7795698924731183,1
123.86,2,0.1,46.7908,37.777167770062974,0,Central,Corporate,Office Supplies,Appliances,Same Day,November,Wednesday,4.8271931096335985,0,11,3,0.867109634551495,1
118.78,3,0.4,-27.7158,-23.33372621653477,4,East,Consumer,Technology,Phones,Standard Class,April,Tuesday,4.785656726836316,1,4,2,0.8521008403361344,0
769.18,4,0.2,-163.4516,-21.250110507293485,4,East,Consumer,Office Supplies,Supplies,Standard Class,April,Tuesday,6.646624253762427,0,4,2,0.816793893129771,0
11.38,3,0.6,-5.688,-49.98242530755711,4,Central,Consumer,Furniture,Furnishings,Standard Class,November,Friday,2.5160822672564502,1,11,5,0.8065522620904836,0
66.11,4,0.6,-84.2928,-127.50385720768416,4,Central,Consumer,Furniture,Furnishings,Standard Class,November,Friday,4.206333064170148,1,11,5,0.8065522620904836,0
45.28,4,0.0,15.3952,34.0,2,West,Consumer,Office Supplies,Appliances,First Class,November,Saturday,3.834709902325476,0,11,6,0.867109634551495,1
15.56,2,0.0,7.3132,47.0,6,East,Consumer,Office Supplies,Envelopes,Standard Class,November,Thursday,2.8069901489571136,0,11,4,1.0,1
859.2,3,0.2,75.18,8.75,4,West,Corporate,Technology,Phones,Standard Class,September,Thursday,6.757164920349636,0,9,4,0.8521008403361344,1
2.99,1,0.2,1.122,37.525083612040135,3,West,Corporate,Office Supplies,Binders,Second Class,October,Sunday,1.3837912309017721,0,10,7,0.6011730205278593,1
20.06,6,0.2,7.0224,35.00697906281157,3,West,Corporate,Office Supplies,Binders,Second Class,October,Sunday,3.0473755067058295,0,10,7,0.6011730205278593,1
146.73,3,0.0,68.9631,47.0,3,West,Corporate,Office Supplies,Paper,Second Class,October,Sunday,4.9953862833335165,0,10,7,1.0,1
18.75,5,0.0,9.0,48.0,3,West,Corporate,Office Supplies,Labels,Second Class,October,Sunday,2.9831534913471307,0,10,7,1.0,1
117.58,3,0.2,11.7576,9.999659806089472,3,West,Corporate,Technology,Phones,Second Class,October,Sunday,4.775587838279222,0,10,7,0.8521008403361344,1
51.18,7,0.2,19.194,37.50293083235639,5,West,Home Office,Office Supplies,Binders,Standard Class,March,Sunday,3.9546992797085823,0,3,7,0.6011730205278593,1
842.72,8,0.0,202.2528,24.0,6,West,Consumer,Furniture,Furnishings,Standard Class,December,Thursday,6.73782068599907,0,12,4,0.8065522620904836,1
41.96,2,0.0,10.9096,25.999999999999996,6,West,Consumer,Furniture,Furnishings,Standard Class,December,Thursday,3.7602694502006093,0,12,4,0.8065522620904836,1
13.22,4,0.2,4.4604,33.73978819969742,4,West,Corporate,Office Supplies,Binders,Standard Class,September,Friday,2.6546494243750947,0,9,5,0.6011730205278593,1
184.75,3,0.2,-20.7846,-11.250121786197564,4,West,Corporate,Furniture,Chairs,Standard Class,September,Friday,5.224401683597868,0,9,5,0.6042154566744731,0
19.44,3,0.0,9.3312,48.00000000000001,4,Central,Home Office,Office Supplies,Paper,Standard Class,December,Tuesday,3.017493765335504,0,12,2,1.0,1
3.64,2,0.0,1.0192,28.000000000000004,4,Central,Home Office,Office Supplies,Art,Standard Class,December,Tuesday,1.534714366238164,0,12,2,1.0,1
18.54,2,0.0,8.7138,47.00000000000001,4,Central,Home Office,Office Supplies,Paper,Standard Class,December,Tuesday,2.972463646614637,0,12,2,1.0,1
43.12,5,0.2,15.092,35.0,3,East,Corporate,Office Supplies,Binders,Second Class,January,Monday,3.786913194385302,0,1,1,0.6011730205278593,1
313.72,3,0.4,-99.3453,-31.666868545199538,3,East,Corporate,Furniture,Tables,Second Class,January,Monday,5.751683354640749,1,1,1,0.3627906976744186,0
45.98,1,0.0,7.8166,17.0,3,East,Corporate,Furniture,Furnishings,Second Class,January,Monday,3.849721979230767,0,1,1,0.8065522620904836,1
428.68,7,0.0,0.0,0.0,3,East,Corporate,Office Supplies,Storage,Second Class,January,Monday,6.0630407455972035,0,1,1,0.7795698924731183,0
11.56,2,0.0,5.6644,48.99999999999999,3,Central,Consumer,Office Supplies,Paper,First Class,August,Friday,2.5305171610400525,0,8,5,1.0,1
68.48,2,0.2,25.68,37.5,5,East,Consumer,Office Supplies,Binders,Standard Class,June,Sunday,4.241038941372905,0,6,7,0.6011730205278593,1
1676.88,6,0.0,83.844,5.0,5,East,Consumer,Office Supplies,Storage,Standard Class,June,Sunday,7.425286370763131,0,6,7,0.7795698924731183,1
37.94,2,0.0,18.2112,48.00000000000001,2,East,Corporate,Office Supplies,Paper,First Class,April,Thursday,3.6620219999440535,0,4,4,1.0,1
41.57,4,0.2,-4.1568,-9.999518883810438,2,East,Corporate,Furniture,Furnishings,First Class,May,Friday,3.751149779840061,0,5,5,0.8065522620904836,0
317.06,3,0.3,-86.0586,-27.142685926953884,2,East,Corporate,Furniture,Chairs,First Class,May,Friday,5.76224004422777,1,5,5,0.6042154566744731,0
8.04,5,0.2,2.9145,36.25000000000001,2,East,Corporate,Office Supplies,Fasteners,First Class,May,Friday,2.201659174404085,0,5,5,0.9019607843137255,1
61.38,6,0.0,15.9588,26.0,4,West,Corporate,Office Supplies,Supplies,Standard Class,June,Sunday,4.133244711179657,0,6,7,0.816793893129771,1
50.0,2,0.0,10.5,21.0,5,West,Consumer,Technology,Accessories,Second Class,December,Monday,3.9318256327243257,0,12,1,0.872,1
7.07,2,0.2,2.3868,33.75954738330976,5,Central,Consumer,Office Supplies,Envelopes,Standard Class,May,Tuesday,2.0881534822818573,0,5,2,1.0,1
